func_ov000_021210e0 kind:function(arm,size=0x18) addr:0x021210e0
data_ov000_0215fc3c kind:bss addr:0x0215fc3c
data_ov000_0215fc40 kind:bss addr:0x0215fc40
data_ov000_0215fc44 kind:bss addr:0x0215fc44
data_ov000_0215fc48 kind:bss addr:0x0215fc48
data_ov000_0215fc4c kind:bss addr:0x0215fc4c
data_ov000_0215fc50 kind:bss addr:0x0215fc50
data_ov000_0215fc54 kind:bss addr:0x0215fc54
data_ov000_0215fc58 kind:bss addr:0x0215fc58
data_ov000_0215fc60 kind:bss addr:0x0215fc60
data_ov000_0215fc68 kind:bss addr:0x0215fc68
data_ov000_0215fc70 kind:bss addr:0x0215fc70
data_ov000_0215fc78 kind:bss addr:0x0215fc78
data_ov000_0215fc80 kind:bss addr:0x0215fc80
data_ov000_0215fc88 kind:bss addr:0x0215fc88
data_ov000_0215fc90 kind:bss addr:0x0215fc90
data_ov000_0215fc98 kind:bss addr:0x0215fc98
data_ov000_0215fca0 kind:bss addr:0x0215fca0
data_ov000_0215fca8 kind:bss addr:0x0215fca8
data_ov000_0215fcb0 kind:bss addr:0x0215fcb0
data_ov000_0215fcb8 kind:bss addr:0x0215fcb8
data_ov000_0215fcc0 kind:bss addr:0x0215fcc0
data_ov000_0215fcc8 kind:bss addr:0x0215fcc8
data_ov000_0215fcd0 kind:bss addr:0x0215fcd0
data_ov000_0215fcd8 kind:bss addr:0x0215fcd8
data_ov000_0215fce0 kind:bss addr:0x0215fce0
data_ov000_0215fce8 kind:bss addr:0x0215fce8
data_ov000_0215fcf0 kind:bss addr:0x0215fcf0
data_ov000_0215fcf8 kind:bss addr:0x0215fcf8
data_ov000_0215fd04 kind:bss addr:0x0215fd04
data_ov000_0215fd08 kind:bss addr:0x0215fd08
data_ov000_0215fd10 kind:bss addr:0x0215fd10
data_ov000_0215fd1c kind:bss addr:0x0215fd1c
data_ov000_0215fd28 kind:bss addr:0x0215fd28
data_ov000_0215fd34 kind:bss addr:0x0215fd34
data_ov000_0215fd40 kind:bss addr:0x0215fd40
data_ov000_0215fd4c kind:bss addr:0x0215fd4c
data_ov000_0215fd58 kind:bss addr:0x0215fd58
data_ov000_0215fd64 kind:bss addr:0x0215fd64
data_ov000_0215fd70 kind:bss addr:0x0215fd70
data_ov000_0215fd7c kind:bss addr:0x0215fd7c
data_ov000_0215fd88 kind:bss addr:0x0215fd88
data_ov000_0215fd94 kind:bss addr:0x0215fd94
data_ov000_0215fda0 kind:bss addr:0x0215fda0
data_ov000_0215fdac kind:bss addr:0x0215fdac
data_ov000_0215fdb8 kind:bss addr:0x0215fdb8
data_ov000_0215fdc4 kind:bss addr:0x0215fdc4
data_ov000_0215fdd0 kind:bss addr:0x0215fdd0
data_ov000_0215fddc kind:bss addr:0x0215fddc
data_ov000_0215fde8 kind:bss addr:0x0215fde8
data_ov000_0215fdf4 kind:bss addr:0x0215fdf4
data_ov000_0215fe00 kind:bss addr:0x0215fe00
data_ov000_0215fe0c kind:bss addr:0x0215fe0c
data_ov000_0215fe18 kind:bss addr:0x0215fe18
data_ov000_0215fe24 kind:bss addr:0x0215fe24
data_ov000_0215fe30 kind:bss addr:0x0215fe30
data_ov000_0215fe3c kind:bss addr:0x0215fe3c
data_ov000_0215fe48 kind:bss addr:0x0215fe48
data_ov000_0215fe54 kind:bss addr:0x0215fe54
data_ov000_0215fe60 kind:bss addr:0x0215fe60
data_ov000_0215fe6c kind:bss addr:0x0215fe6c
data_ov000_0215fe78 kind:bss addr:0x0215fe78
data_ov000_0215fe84 kind:bss addr:0x0215fe84
data_ov000_0215fe90 kind:bss addr:0x0215fe90
data_ov000_0215fe9c kind:bss addr:0x0215fe9c
data_ov000_0215fea8 kind:bss addr:0x0215fea8
data_ov000_0215feb4 kind:bss addr:0x0215feb4
data_ov000_0215fec0 kind:bss addr:0x0215fec0
data_ov000_0215fecc kind:bss addr:0x0215fecc
data_ov000_0215fed8 kind:bss addr:0x0215fed8
data_ov000_0215fee4 kind:bss addr:0x0215fee4
data_ov000_0215fef0 kind:bss addr:0x0215fef0
data_ov000_0215fefc kind:bss addr:0x0215fefc
data_ov000_0215ff08 kind:bss addr:0x0215ff08
data_ov000_0215ff14 kind:bss addr:0x0215ff14
data_ov000_0215ff20 kind:bss addr:0x0215ff20
data_ov000_0215ff2c kind:bss addr:0x0215ff2c
data_ov000_0215ff38 kind:bss addr:0x0215ff38
data_ov000_0215ff44 kind:bss addr:0x0215ff44
data_ov000_0215ff50 kind:bss addr:0x0215ff50
data_ov000_0215ff5c kind:bss addr:0x0215ff5c
data_ov000_0215ff68 kind:bss addr:0x0215ff68
data_ov000_0215ff74 kind:bss addr:0x0215ff74
data_ov000_0215ff80 kind:bss addr:0x0215ff80
data_ov000_0215ff8c kind:bss addr:0x0215ff8c
data_ov000_0215ff98 kind:bss addr:0x0215ff98
data_ov000_0215ffa4 kind:bss addr:0x0215ffa4
data_ov000_0215ffb0 kind:bss addr:0x0215ffb0
data_ov000_0215ffbc kind:bss addr:0x0215ffbc
data_ov000_0215ffc8 kind:bss addr:0x0215ffc8
data_ov000_0215ffd4 kind:bss addr:0x0215ffd4
data_ov000_0215ffe0 kind:bss addr:0x0215ffe0
data_ov000_0215ffec kind:bss addr:0x0215ffec
data_ov000_0215fff8 kind:bss addr:0x0215fff8
data_ov000_02160004 kind:bss addr:0x02160004
data_ov000_02160008 kind:bss addr:0x02160008
data_ov000_02160010 kind:bss addr:0x02160010
data_ov000_0216001c kind:bss addr:0x0216001c
data_ov000_02160028 kind:bss addr:0x02160028
data_ov000_02160034 kind:bss addr:0x02160034
data_ov000_02160040 kind:bss addr:0x02160040
data_ov000_0216004c kind:bss addr:0x0216004c
data_ov000_02160058 kind:bss addr:0x02160058
data_ov000_02160064 kind:bss addr:0x02160064
data_ov000_02160070 kind:bss addr:0x02160070
data_ov000_0216007c kind:bss addr:0x0216007c
data_ov000_02160088 kind:bss addr:0x02160088
data_ov000_02160094 kind:bss addr:0x02160094
data_ov000_021600a0 kind:bss addr:0x021600a0
data_ov000_021600ac kind:bss addr:0x021600ac
data_ov000_021600b8 kind:bss addr:0x021600b8
data_ov000_021600c4 kind:bss addr:0x021600c4
data_ov000_021600d0 kind:bss addr:0x021600d0
data_ov000_021600dc kind:bss addr:0x021600dc
data_ov000_021600e8 kind:bss addr:0x021600e8
data_ov000_021600f4 kind:bss addr:0x021600f4
data_ov000_02160100 kind:bss addr:0x02160100
data_ov000_02160108 kind:bss addr:0x02160108
data_ov000_0216010c kind:bss addr:0x0216010c
data_ov000_02160118 kind:bss addr:0x02160118
data_ov000_02160124 kind:bss addr:0x02160124
data_ov000_02160130 kind:bss addr:0x02160130
data_ov000_02160140 kind:bss addr:0x02160140
data_ov000_02160150 kind:bss addr:0x02160150
data_ov000_02160164 kind:bss addr:0x02160164
data_ov000_02160178 kind:bss addr:0x02160178
data_ov000_02160188 kind:bss addr:0x02160188
data_ov000_0216018c kind:bss addr:0x0216018c
data_ov000_021601a4 kind:bss addr:0x021601a4
data_ov000_021601a8 kind:bss addr:0x021601a8
data_ov000_021601bc kind:bss addr:0x021601bc
data_ov000_021601c0 kind:bss addr:0x021601c0
data_ov000_021601c2 kind:bss addr:0x021601c2 ambiguous
data_ov000_021601d4 kind:bss addr:0x021601d4
data_ov000_02160238 kind:bss addr:0x02160238
data_ov000_0216023c kind:bss addr:0x0216023c
data_ov000_02160240 kind:bss addr:0x02160240
data_ov000_02160380 kind:bss addr:0x02160380
data_ov000_02160384 kind:bss addr:0x02160384
data_ov000_02160390 kind:bss addr:0x02160390
data_ov000_021608a0 kind:bss addr:0x021608a0
data_ov000_021608a4 kind:bss addr:0x021608a4
data_ov000_021608b0 kind:bss addr:0x021608b0
